         494973 function calls (486978 primitive calls) in 1.116 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      362    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
       26    0.000    0.000    0.001    0.000 enum.py:143(__prepare__)
       26    0.006    0.000    0.014    0.001 enum.py:157(__new__)
       26    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
       26    0.001    0.000    0.002    0.000 enum.py:200(<setcomp>)
      441    0.001    0.000    0.001    0.000 enum.py:22(_is_dunder)
       68    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
     2369    0.006    0.000    0.018    0.000 enum.py:313(__call__)
      441    0.001    0.000    0.001    0.000 enum.py:33(_is_sunder)
       26    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
       16    0.000    0.000    0.000    0.000 enum.py:398(__members__)
      521    0.002    0.000    0.002    0.000 enum.py:417(__setattr__)
       14    0.000    0.000    0.010    0.001 enum.py:430(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:44(_make_class_unpicklable)
       13    0.000    0.000    0.014    0.001 enum.py:483(_convert_)
       13    0.001    0.000    0.004    0.000 enum.py:500(<listcomp>)
      165    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
       26    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
       66    0.000    0.000    0.001    0.000 enum.py:532(_get_mixins_)
       66    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
       26    0.000    0.000    0.001    0.000 enum.py:579(_find_new_)
     2355    0.002    0.000    0.002    0.000 enum.py:631(__new__)
        8    0.000    0.000    0.000    0.000 enum.py:676(_generate_next_value_)
       26    0.000    0.000    0.000    0.000 enum.py:68(__init__)
       50    0.000    0.000    0.000    0.000 enum.py:748(name)
      441    0.003    0.000    0.005    0.000 enum.py:75(__setitem__)
       28    0.000    0.000    0.000    0.000 enum.py:753(value)
        4    0.000    0.000    0.000    0.000 enum.py:889(_missing_)
        4    0.000    0.000    0.000    0.000 enum.py:899(_create_pseudo_member_)
        7    0.000    0.000    0.001    0.000 enum.py:932(__or__)
      194    0.001    0.000    0.003    0.000 enum.py:938(__and__)
       10    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
        4    0.000    0.000    0.000    0.000 enum.py:978(_decompose)
        4    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.005    0.005 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:163(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:205(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:25(Handle)
        1    0.000    0.000    0.000    0.000 events.py:572(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:621(_Local)
        1    0.000    0.000    0.000    0.000 events.py:670(_RunningLoop)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1459(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1489(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1507(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:272(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:290(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:303(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:328(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.012    0.012 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.207    0.207 figure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:164(SubplotParams)
        1    0.000    0.000    0.004    0.004 figure.py:245(Figure)
        1    0.000    0.000    0.000    0.000 figure.py:54(AxesStack)
        1    0.000    0.000    0.001    0.001 filedialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:227(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:241(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:27(FileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:298(_Dialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:326(Open)
        1    0.000    0.000    0.000    0.000 filedialog.py:346(SaveAs)
        1    0.000    0.000    0.000    0.000 filedialog.py:353(Directory)
        1    0.000    0.000    0.007    0.007 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.019    0.019 font_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:322(FontEntry)
        1    0.000    0.000    0.000    0.000 font_manager.py:560(FontProperties)
        1    0.000    0.000    0.000    0.000 font_manager.py:865(JSONEncoder)
      533    0.002    0.000    0.005    0.000 font_manager.py:883(_json_decode)
        1    0.000    0.000    0.009    0.009 font_manager.py:916(json_load)
        1    0.000    0.000    0.000    0.000 font_manager.py:934(TempCache)
        1    0.000    0.000    0.001    0.001 font_manager.py:972(FontManager)
        1    0.000    0.000    0.060    0.060 fontconfig_pattern.py:1(<module>)
        9    0.000    0.000    0.006    0.001 fontconfig_pattern.py:113(parse)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:132(_family)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_families)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:145(<listcomp>)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        1    0.000    0.000    0.005    0.005 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.011    0.011 fromnumeric.py:1(<module>)
       61    0.000    0.000    0.000    0.000 fromnumeric.py:2185(_any_dispatcher)
       61    0.000    0.000    0.002    0.000 fromnumeric.py:2189(any)
       61    0.000    0.000    0.000    0.000 fromnumeric.py:2982(_ndim_dispatcher)
       61    0.000    0.000    0.000    0.000 fromnumeric.py:2986(ndim)
       61    0.001    0.000    0.002    0.000 fromnumeric.py:73(_wrapreduction)
       61    0.000    0.000    0.000    0.000 fromnumeric.py:74(<dictcomp>)
        2    0.000    0.000    0.010    0.005 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
       61    0.000    0.000    0.000    0.000 function_base.py:20(_index_deprecate)
        4    0.000    0.000    0.000    0.000 function_base.py:2031(__init__)
       80    0.000    0.000    0.000    0.000 function_base.py:257(iterable)
       61    0.000    0.000    0.000    0.000 function_base.py:32(_linspace_dispatcher)
       61    0.003    0.000    0.008    0.000 function_base.py:37(linspace)
      273    0.000    0.000    0.000    0.000 function_base.py:434(_add_docstring)
      273    0.001    0.000    0.004    0.000 function_base.py:441(add_newdoc)
      660    0.006    0.000    0.013    0.000 functools.py:34(update_wrapper)
       24    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
       24    0.000    0.000    0.001    0.000 functools.py:525(decorating_function)
      636    0.001    0.000    0.001    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        2    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
       27    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.001    0.001 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:16(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:235(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:260(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:263(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:290(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:311(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:314(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:336(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:360(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:363(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:405(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:434(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:437(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:477(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        6    0.000    0.000    0.003    0.000 getlimits.py:37(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       30    0.000    0.000    0.002    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.003    0.003 getlimits.py:96(_register_known_types)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.002    0.002 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:178(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:25(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:350(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:407(SubplotSpec)
        1    0.000    0.000    0.001    0.001 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:393(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
